1,1,0.0489
2,1,0.215
3,1,0.1278
4,1,0.2401
5,1,0.0309
6,1,0.0381
7,1,0.0898
8,1,0.1029
9,1,0.1057
10,1,0.1265
11,1,0.0489
12,1,0.0682
13,1,0.0758
14,1,0.1521
15,1,0.0559
16,1,0.039
17,1,0.064
18,1,0.0248
19,1,0.0646
20,1,0.0289
21,1,0.0189
22,1,0.017
23,1,0.0959
24,1,0.1165
25,1,0.0578
26,1,0.1416
27,1,0.0285
28,1,0.0888
29,1,0.019
30,1,0.0179
31,1,0.0249
32,1,0.018
33,1,0.018
34,1,0.1301
35,1,0.0429
36,1,0.0668
37,1,0.2222
38,1,0.1021
39,1,0.0711
40,1,0.1147
41,1,0.3702
42,1,0.0509
43,1,0.0882
44,1,0.0708
45,1,0.0152
46,1,0.0204
47,1,0.013
48,1,0.018
49,1,0.021
50,1,1.3067
51,1,0.0539
52,1,0.0569
53,1,0.0339
54,1,0.023
55,1,0.0219
56,1,0.0219
57,1,0.1089
58,1,0.1078
59,1,0.1361
60,1,0.0365
61,1,0.0339
62,1,0.0559
63,1,0.2034
64,1,0.0837
65,1,0.0539
66,1,0.1068
67,1,0.0319
68,1,0.1177
69,1,0.0589
70,1,0.0649
71,1,0.0379
72,1,0.0419
73,1,0.0958
74,1,0.1057
75,1,0.0599
76,1,0.0668
77,1,0.0618
78,1,0.0509
79,1,0.028
80,1,0.0718
81,1,0.0289
82,1,0.0299
83,1,0.3461
84,1,0.1057
85,1,0.0818
86,1,0.1616
87,1,0.0817
88,1,0.0718
89,1,0.1028
90,1,0.0947
91,1,0.0559
92,1,0.3704
93,1,0.1192
94,1,0.574
95,1,0.0659
96,1,0.076
97,1,1.204
98,1,0.1033
99,1,0.1027
100,1,0.152
101,1,0.0389
102,1,0.0654
103,1,0.0509
104,1,0.02
105,1,0.0197
106,1,0.0389
107,1,0.9091
108,1,0.4287
109,1,0.0479
110,1,0.0239
111,1,0.0859
112,1,0.1288
113,1,0.0941
114,1,0.071
115,1,0.2891
116,1,0.069
117,1,0.086
118,1,0.042
119,1,0.2132
120,1,0.0559
121,1,0.088
122,1,0.0931
123,1,0.0556
124,1,0.0848
125,1,0.2673
126,1,0.2661
127,1,0.1865
128,1,0.1723
129,1,0.0269
130,1,0.024
131,1,0.0419
132,1,0.0748
133,1,0.0648
134,1,0.1805
135,1,0.0499
136,1,0.6993
137,1,1.5147
138,1,0.2706
139,1,0.1494
140,1,0.0879
141,1,0.1001
142,1,0.1272
143,1,0.1111
144,1,0.1406
145,1,0.4589
146,1,0.0948
147,1,0.066
148,1,0.1279
149,1,0.2755
150,1,0.4749
151,1,0.0658
152,1,0.0409
153,1,0.0279
154,1,0.0349
155,1,0.2346
156,1,0.6522
157,1,0.4089
158,1,0.4398
159,1,0.1567
160,1,0.2364
161,1,0.1017
162,1,0.4337
163,1,0.1018
164,1,0.1417
165,1,1.3693
166,1,0.1376
167,1,0.2051
168,1,0.1797
169,1,0.0768
170,1,0.0818
171,1,0.0835
172,1,0.0835
173,1,1.4639
174,1,0.1588
175,1,0.2784
176,1,0.0509
177,1,0.0539
178,1,0.1008
179,1,0.027
180,1,0.025
181,1,1.7008
182,1,0.0349
183,1,0.0331
184,1,0.0369
185,1,0.0481
186,1,0.2877
187,1,0.3897
188,1,0.1379
189,1,0.1835
190,1,0.1167
191,1,0.1769
192,1,0.1224
193,1,0.1845
194,1,0.0569
195,1,0.1966
196,1,0.0709
197,1,0.0858
198,1,0.6265
199,1,0.5772
200,1,0.1302
201,1,0.9229
202,1,0.1721
203,1,0.2255
204,1,0.017
205,1,0.017
206,1,0.026
207,1,0.0457
208,1,0.026
209,1,0.0349
210,1,1.6855
211,1,0.3024
212,1,0.0229
213,1,0.484
214,1,0.9705
215,1,0.2488
216,1,0.0838
217,1,0.0937
218,1,0.0668
219,1,0.0709
220,1,0.1125
221,1,0.1087
222,1,0.0693
223,1,0.2893
224,1,0.0548
225,1,0.1078
226,1,0.0549
227,1,0.0504
228,1,0.215
229,1,0.0189
230,1,0.5065
231,1,0.0189
232,1,0.0417
233,1,1.2633
234,1,0.0559
235,1,0.1077
236,1,0.2949
237,1,0.669
238,1,0.09
239,1,0.0948
240,1,0.0628
241,1,0.0949
242,1,0.0509
243,1,0.9572
244,1,0.0499
245,1,0.8578
246,1,0.0887
247,1,0.0336
248,1,0.1472
249,1,0.1735
250,1,0.0951
251,1,0.0823
252,1,0.0549
253,1,0.0585
254,1,0.014
255,1,0.0379
256,1,0.0457
257,1,0.0406
258,1,0.0205
259,1,0.2344
260,1,0.0964
261,1,0.1596
262,1,0.2243
263,1,0.3384
264,1,0.1635
265,1,0.1008
266,1,0.0659
267,1,0.3651
268,1,0.0587
269,1,0.1029
270,1,0.2261
271,1,0.0598
272,1,0.5371
273,1,0.0309
274,1,0.0409
275,1,0.0449
276,1,0.7158
277,1,0.1097
278,1,1.1436
279,1,0.0169
280,1,0.0161
281,1,0.0488
282,1,0.0278
283,1,0.0269
284,1,0.6069
285,1,0.5269
286,1,0.3341
287,1,0.0409
288,1,0.6425
289,1,0.0618
290,1,0.1047
291,1,0.1585
292,1,0.0898
293,1,0.0688
294,1,0.0828
295,1,0.0937
296,1,0.1427
297,1,0.0588
298,1,0.0448
299,1,0.6146
300,1,0.2583
301,1,0.0519
302,1,0.0429
303,1,0.1366
304,1,0.0209
305,1,0.018
306,1,0.0748
307,1,0.1576
308,1,0.2853
309,1,0.1526
310,1,0.0948
311,1,0.1566
312,1,0.1197
313,1,0.0983
314,1,0.9972
315,1,0.0608
316,1,0.2259
317,1,0.5167
318,1,0.552
319,1,0.0485
320,1,0.2566
321,1,0.0478
322,1,0.9057
323,1,0.4546
324,1,0.1237
325,1,0.3282
326,1,0.1147
327,1,0.374
