1,1,0.1993,0
2,1,0.1812,0
3,1,0.1646,0
4,1,0.2563,0
5,1,0.2543,0
6,1,0.3062,0
7,1,0.2982,0
8,1,0.3092,0
9,1,0.2962,0
10,1,0.3469,0
11,1,0.3072,5
12,1,0.341,10
13,1,0.751,1
14,1,0.5008,1
15,1,0.3421,10
16,1,0.6341,5
17,1,0.3428,0
18,1,0.3438,0
19,1,0.2753,0
20,1,0.2699,0
21,1,0.2663,0
22,1,0.2723,0
23,1,0.1954,0
24,1,0.1891,5
25,1,0.1902,14
26,1,0.7118,4
27,1,0.2075,0
28,1,0.1776,7
29,1,0.2523,0
30,1,0.2623,0
31,1,0.2768,0
32,1,0.2483,0
33,1,0.2583,0
34,1,0.2653,0
35,1,0.2892,0
36,1,0.2909,0
37,1,0.4019,0
38,1,0.3911,0
39,1,0.3338,6
40,1,0.3338,9
41,1,0.3368,0
42,1,0.3268,2
43,1,1.1408,11
44,1,0.2812,4
45,1,0.2969,0
46,1,0.2836,0
47,1,0.2703,0
48,1,0.1177,0
49,1,0.1187,0
50,1,0.1975,0
51,1,0.2829,0
52,1,0.2728,0
53,1,0.2883,0
54,1,0.3768,0
55,1,0.2733,0
56,1,0.2748,0
57,1,0.2729,0
58,1,0.2793,0
59,1,0.2841,0
60,1,0.2745,0
61,1,0.2713,0
62,1,0.2747,0
63,1,0.2813,0
64,1,0.2847,0
65,1,0.2742,0
66,1,0.2691,0
67,1,0.3232,0
68,1,0.8215,9
69,1,0.3346,6
70,1,0.3631,0
71,1,0.8272,5
72,1,0.3165,10
73,1,0.1137,0
74,1,0.1152,0
75,1,0.1157,0
76,1,0.2505,8
77,1,0.3069,0
78,1,0.3481,0
79,1,0.274,0
80,1,0.2812,0
81,1,0.2912,0
82,1,0.3012,0
83,1,0.3179,0
84,1,0.3187,0
85,1,0.568,9
86,1,0.3793,18
87,1,0.743,27
88,1,0.3334,36
89,1,0.9647,39
90,1,0.3459,30
91,1,0.3448,21
92,1,0.5231,12
93,1,0.3687,3
94,1,0.2613,0
95,1,0.27,0
96,1,0.2663,0
97,1,0.2623,0
98,0,0.0968,0
99,0,0.1027,0
100,0,0.1082,0
101,1,0.209,49
102,1,0.2112,40
103,1,0.1945,31
104,1,0.2663,0
105,1,0.2685,0
106,1,0.2699,0
107,1,0.2739,0
108,1,0.2759,0
109,1,0.2688,0
110,1,0.2678,0
111,1,0.2992,0
112,1,0.3269,2
113,1,0.3121,11
114,1,0.3351,20
115,1,0.2962,29
116,1,0.3486,38
117,1,0.3269,36
118,1,0.6364,27
119,1,0.3421,18
120,1,0.3198,9
121,1,0.361,0
122,1,0.2592,0
123,1,0.2498,0
124,1,0.1886,1
125,1,0.1586,10
126,1,0.2574,0
127,1,0.259,0
128,1,0.2882,1
129,1,1.3464,4
130,1,0.3112,0
131,1,0.2579,0
132,1,0.277,0
133,1,0.2765,0
134,1,0.2703,0
135,1,0.2733,0
136,1,0.2793,0
137,1,0.275,0
138,1,0.2713,0
139,1,0.2723,0
140,1,0.283,0
141,1,0.2976,7
142,1,0.3177,16
143,1,0.3859,25
144,1,0.2822,34
145,1,0.3262,40
146,1,0.3431,31
147,1,0.3181,22
148,1,0.1087,0
149,1,0.1097,0
150,1,0.1203,0
151,1,0.2219,18
152,1,0.2013,9
153,1,0.7609,0
154,1,0.2674,0
155,1,0.277,0
156,1,0.2844,0
157,1,0.3309,0
158,1,0.3227,0
159,1,0.3382,7
160,1,0.3571,16
