1,1,0.0549
2,1,0.0459
3,1,0.0529
4,1,0.0914
5,1,0.0618
6,1,0.0529
7,1,0.0369
8,1,0.0359
9,1,0.0459
10,1,0.0528
11,1,0.0379
12,1,0.0469
13,1,0.0339
14,1,0.0289
15,1,0.0509
16,1,0.0698
17,1,0.0638
18,1,0.0608
19,1,0.0409
20,1,0.0469
21,1,0.1047
22,1,0.0499
23,1,0.0658
24,1,0.0648
25,1,0.0628
26,1,0.0588
27,1,0.0738
28,1,0.1544
29,1,0.0658
30,1,0.0488
31,1,0.0479
32,1,0.0499
33,1,0.1077
34,1,0.0429
35,1,0.0957
36,1,0.0928
37,1,0.0724
38,1,0.1396
39,1,0.1454
40,1,0.1177
41,1,0.1434
42,1,0.0758
43,1,0.0689
44,1,0.099
45,1,0.0907
46,1,0.0568
47,1,0.0645
48,1,0.0339
49,1,0.1147
50,1,0.0529
51,1,0.0539
52,1,0.0469
53,1,0.0878
54,1,0.0608
55,1,0.0529
56,1,0.0668
57,1,0.0788
58,1,0.011
59,1,0.012
60,1,0.012
61,1,0.011
62,1,0.01
63,1,0.01
64,1,0.009
65,1,0.009
66,1,0.009
67,1,0.011
68,1,0.01
69,1,0.009
70,1,0.01
71,1,0.01
72,1,0.0099
73,1,0.011
74,1,0.01
75,1,0.01
76,1,0.011
77,1,0.013
78,1,0.013
79,1,0.014
80,1,0.014
81,1,0.014
82,1,0.014
83,1,0.0149
84,1,0.0127
85,1,0.012
86,1,0.012
87,1,0.012
88,1,0.012
89,1,0.012
90,1,0.012
91,1,0.0119
92,1,0.013
93,1,0.014
94,1,0.013
95,1,0.014
96,1,0.017
97,1,0.018
98,1,0.0169
99,1,0.017
100,1,0.015
101,1,0.015
102,1,0.015
103,1,0.014
104,1,0.015
105,1,0.015
106,1,0.016
107,1,0.017
108,1,0.018
109,1,0.016
110,1,0.016
111,1,0.016
112,1,0.015
113,1,0.014
114,1,0.015
115,1,0.011
116,1,0.0157
117,1,0.011
118,1,0.012
119,1,0.012
120,1,0.0119
121,1,0.012
122,1,0.012
123,1,0.012
124,1,0.013
125,1,0.013
126,1,0.011
127,1,0.011
128,1,0.012
129,1,0.011
130,1,0.011
131,1,0.011
132,1,0.011
133,1,0.0117
134,1,0.014
135,1,0.016
136,1,0.014
137,1,0.014
138,1,0.016
139,1,0.015
140,1,0.016
141,1,0.015
142,1,0.014
143,1,0.013
144,1,0.0139
145,1,0.014
146,1,0.014
147,1,0.014
148,1,0.014
149,1,0.013
150,1,0.016
151,1,0.014
152,1,0.0189
153,1,0.018
154,1,0.017
155,1,0.017
156,1,0.016
157,1,0.0159
158,1,0.016
159,1,0.016
160,1,0.017
161,1,0.016
162,1,0.0218
163,1,0.018
164,1,0.0179
165,1,0.018
166,1,0.017
167,1,0.016
168,1,0.0159
169,1,0.016
170,1,0.016
171,1,0.016
