1,1,0.2353,0
2,1,0.2641,0
3,1,0.1594,0
4,1,0.2593,0
5,1,0.2733,0
6,1,0.2703,0
7,1,0.3166,0
8,1,0.3441,2
9,1,0.4119,7
10,1,0.3718,1
11,1,0.3447,8
12,1,0.3211,0
13,1,0.2491,0
14,1,0.2503,0
15,1,0.1786,0
16,1,0.1696,5
17,1,0.2522,20
18,1,0.1984,10
19,1,0.3671,0
20,1,0.4291,11
21,1,0.2431,0
22,1,0.2434,0
23,1,0.2543,0
24,1,0.2463,0
25,1,0.2483,0
26,1,0.3021,0
27,1,0.3302,6
28,1,0.3069,3
29,1,0.5313,5
30,1,0.2863,4
31,1,0.2563,0
32,1,0.1048,0
33,1,0.1108,0
34,1,0.1067,2
35,1,0.2581,0
36,1,0.256,0
37,1,0.2651,0
38,1,0.3082,0
39,1,0.281,0
40,1,0.248,0
41,1,0.2501,0
42,1,0.2441,0
43,1,0.2473,0
44,1,0.2543,0
45,1,0.2593,0
46,1,0.29,3
47,1,0.3478,6
48,1,0.3162,2
49,1,0.1038,0
50,1,0.1037,0
51,1,0.1097,0
52,1,0.2852,14
53,1,0.229,0
54,1,0.1932,0
55,1,0.2588,0
56,1,0.2663,0
57,1,0.2952,0
58,1,0.31,0
59,1,0.7224,15
60,1,0.4009,30
61,1,0.9739,39
62,1,0.3229,24
63,1,0.4202,9
64,1,0.2534,0
65,1,0.2553,0
66,0,0.0948,0
67,0,0.0927,0
68,0,0.1077,0
69,1,0.2064,55
70,1,0.2115,40
71,1,0.3319,25
72,1,0.2523,0
73,1,0.2523,0
74,1,0.2551,0
75,1,0.2523,0
76,1,0.2612,0
77,1,0.2892,5
78,1,0.2883,20
79,1,0.3002,35
80,1,0.3937,33
81,1,0.7663,18
82,1,0.3261,3
83,1,0.1125,0
84,1,0.1167,1
85,1,0.1464,16
86,1,0.2544,0
87,1,0.2652,0
88,1,0.283,7
89,1,0.3229,4
90,1,0.292,0
91,1,0.2763,0
92,1,0.2619,0
93,1,0.254,0
94,1,0.259,0
95,1,0.253,0
96,1,0.3411,4
97,1,0.2982,19
98,1,0.2713,34
99,1,1.311,34
100,1,0.1027,0
101,1,0.1074,0
102,1,0.1177,0
103,1,0.37,9
104,1,0.2707,0
105,1,0.292,0
106,1,0.3451,0
107,1,0.3531,7
108,1,0.4296,22
109,1,0.6994,37
110,1,0.4867,48
111,1,0.3282,33
112,1,0.544,18
113,1,0.3042,3
114,1,0.2613,0
115,0,0.0957,0
116,0,0.0927,0
117,0,0.1027,0
118,1,0.2174,49
119,1,0.2599,0
120,1,0.2631,0
121,1,0.274,0
122,1,0.2828,0
123,1,0.3121,0
124,1,0.5271,14
125,1,0.3251,29
126,1,0.2693,44
127,1,0.3618,41
128,1,0.3249,26
129,1,0.3371,11
130,1,0.1157,0
131,1,0.1536,9
132,1,0.1677,24
133,1,0.2698,4
134,1,0.6739,10
135,1,0.3372,0
136,1,0.2618,0
137,1,0.253,0
138,1,0.2563,0
139,1,0.2582,0
140,1,0.279,0
141,1,0.299,14
142,1,0.3009,29
143,1,0.3247,44
144,1,1.0135,40
145,1,0.1057,0
146,1,0.1037,0
147,1,0.1406,3
148,1,0.2474,17
149,1,0.2513,0
150,1,0.301,0
151,1,0.291,0
152,1,0.4166,11
153,1,0.3783,26
154,1,0.3036,41
155,1,0.3657,55
156,1,0.6032,40
157,1,1.0356,25
158,1,0.9176,10
159,1,0.2932,0
160,0,0.0908,0
161,1,0.1915,55
162,1,0.2553,0
163,1,0.2601,0
164,1,0.2581,0
165,1,0.2563,0
166,1,0.3022,4
167,1,0.3481,19
168,1,0.3348,34
169,1,0.3109,49
170,1,0.3631,47
171,1,1.4051,32
172,1,0.3092,17
173,1,0.1307,15
174,1,0.2837,13
175,1,0.3271,14
176,1,0.5469,0
177,1,0.262,0
178,1,0.2567,0
179,1,0.2561,0
180,1,0.257,0
181,1,0.3079,8
182,1,0.2631,23
183,1,0.265,38
184,1,0.2573,53
185,1,0.3032,44
186,1,0.1017,0
187,1,0.2283,24
188,1,0.258,0
189,1,0.269,0
190,1,0.3102,0
191,1,0.3102,15
192,1,0.3092,30
193,1,0.3125,45
194,1,0.3301,60
195,1,0.7278,47
196,1,0.4399,32
197,1,0.365,17
198,1,0.3468,2
199,0,0.0918,0
200,1,0.2082,60
201,1,0.3159,0
202,1,0.2533,0
203,1,0.2623,0
204,1,0.3511,0
205,1,0.3588,10
206,1,0.3282,25
207,1,0.2952,40
208,1,0.366,55
209,1,0.3108,52
210,1,0.3597,37
211,1,1.5179,22
212,0,0.0967,0
213,1,0.2603,21
214,1,0.367,16
215,1,0.3278,1
216,1,0.2633,0
217,1,0.2573,0
218,1,0.2613,0
219,1,0.2593,1
220,1,0.257,16
221,1,0.2573,31
222,1,0.2563,46
223,1,0.2653,61
224,1,1.0623,46
225,1,0.1055,3
226,1,0.2152,31
227,0,0.0788,0
228,1,0.2122,6
229,1,0.1664,21
230,1,0.1935,36
231,1,0.1666,51
232,1,0.1885,66
233,1,0.1716,81
234,1,0.2782,96
235,1,0.1782,111
236,1,0.2023,126
237,0,0.0938,0
238,1,0.7291,64
239,1,0.1855,0
240,1,0.1763,11
241,1,0.1813,2
242,1,0.1875,17
243,1,0.1813,32
244,1,0.2023,47
245,1,0.1735,62
246,1,0.2324,77
247,1,0.1652,92
248,1,0.3873,107
249,0,0.0927,0
250,1,0.2461,32
251,0,0.0788,0
252,1,0.1586,0
253,1,0.1456,5
254,1,0.1456,3
255,1,0.1434,11
256,1,0.1466,26
257,1,0.1393,41
258,1,0.1456,56
259,1,0.1386,71
260,1,0.1466,86
261,1,0.0987,12
262,1,0.2613,37
263,0,0.1307,0
264,0,0.1414,0
265,0,0.1336,0
266,0,0.1364,0
267,0,0.1326,0
268,0,0.1336,0
269,0,0.1306,0
270,0,0.0928,0
271,1,0.1955,68
272,0,0.1336,0
273,0,0.1247,0
274,0,0.1344,0
275,0,0.1277,0
276,0,0.1325,0
