1,-6.46,228.61,124,125
2,-6.46,228.61,124,125
3,-6.46,228.61,124,125
4,-6.46,228.61,124,125
5,-6.46,228.61,124,125
6,5.94,250.01,124,125
7,5.94,250.01,124,125
8,5.94,250.01,124,125
9,5.94,250.01,124,125
10,5.94,250.01,124,125
11,5.78,279.1,124,125
12,5.78,279.1,124,125
13,5.78,279.1,124,125
14,5.78,279.1,124,125
15,5.78,279.1,124,125
16,61.69,207.04,124,125
17,61.69,207.04,124,125
18,61.69,207.04,124,125
19,61.69,207.04,124,125
20,61.69,207.04,124,125
21,56.2,235.16,124,125
22,56.2,235.16,124,125
23,56.2,235.16,124,125
24,56.2,235.16,124,125
25,56.2,235.16,124,125
26,44.85,265.91,124,125
27,44.85,265.91,124,125
28,44.85,265.91,124,125
29,44.85,265.91,124,125
30,44.85,265.91,124,125
31,105.2,250.95,124,125
32,105.2,250.95,124,125
33,105.2,250.95,124,125
34,105.2,250.95,124,125
35,105.2,250.95,124,125
36,84.18,269.6,124,125
37,84.18,269.6,124,125
38,84.18,269.6,124,125
39,84.18,269.6,124,125
40,84.18,269.6,124,125
41,62.68,299.54,124,125
42,62.68,299.54,124,125
43,62.68,299.54,124,125
44,62.68,299.54,124,125
45,62.68,299.54,124,125
46,-5.02,226.87,124,125
47,-5.02,226.87,124,125
48,-5.02,226.87,124,125
49,-5.02,226.87,124,125
50,-5.02,226.87,124,125
51,7.59,248.64,124,125
52,7.59,248.64,124,125
53,7.59,248.64,124,125
54,7.59,248.64,124,125
55,7.59,248.64,124,125
56,7.34,277.8,124,125
57,7.34,277.8,124,125
58,7.34,277.8,124,125
59,7.34,277.8,124,125
60,7.34,277.8,124,125
61,61.69,207.04,124,125
62,61.69,207.04,124,125
63,61.69,207.04,124,125
64,61.69,207.04,124,125
65,61.69,207.04,124,125
66,56.2,235.16,124,125
67,56.2,235.16,124,125
68,56.2,235.16,124,125
69,56.2,235.16,124,125
70,56.2,235.16,124,125
71,44.85,265.91,124,125
72,44.85,265.91,124,125
73,44.85,265.91,124,125
74,44.85,265.91,124,125
75,44.85,265.91,124,125
76,105.06,248.83,124,125
77,105.06,248.83,124,125
78,105.06,248.83,124,125
79,105.06,248.83,124,125
80,105.06,248.83,124,125
81,83.97,267.61,124,125
82,83.97,267.61,124,125
83,83.97,267.61,124,125
84,83.97,267.61,124,125
85,83.97,267.61,124,125
86,62.72,297.28,124,125
87,62.72,297.28,124,125
88,62.72,297.28,124,125
89,62.72,297.28,124,125
90,62.72,297.28,124,125
91,-3.54,225.17,124,125
92,-3.54,225.17,124,125
93,-3.54,225.17,124,125
94,-3.54,225.17,124,125
95,-3.54,225.17,124,125
96,9.26,247.32,124,125
97,9.26,247.32,124,125
98,9.26,247.32,124,125
99,9.26,247.32,124,125
100,9.26,247.32,124,125
101,8.88,276.57,124,125
102,8.88,276.57,124,125
103,8.88,276.57,124,125
104,8.88,276.57,124,125
105,8.88,276.57,124,125
106,61.69,207.04,124,125
107,61.69,207.04,124,125
108,61.69,207.04,124,125
109,61.69,207.04,124,125
110,61.69,207.04,124,125
111,56.2,235.16,124,125
112,56.2,235.16,124,125
113,56.2,235.16,124,125
114,56.2,235.16,124,125
115,56.2,235.16,124,125
116,44.85,265.91,124,125
117,44.85,265.91,124,125
118,44.85,265.91,124,125
119,44.85,265.91,124,125
120,44.85,265.91,124,125
121,104.84,246.75,124,125
122,104.84,246.75,124,125
123,104.84,246.75,124,125
124,104.84,246.75,124,125
125,104.84,246.75,124,125
126,83.71,265.68,124,125
127,83.71,265.68,124,125
128,83.71,265.68,124,125
129,83.71,265.68,124,125
130,83.71,265.68,124,125
131,62.69,295.13,124,125
132,62.69,295.13,124,125
133,62.69,295.13,124,125
134,62.69,295.13,124,125
135,62.69,295.13,124,125
